workerid,proliferate.condition,first_response_value,item,item_number,item_type,length,response,sentence,sentence_id,trial_sequence_total,verb,wh_type,wrong_attempts,verb
4849,Experiment Group,,19,,,long,0.58,经理想知道道士承认和尚夸奖了谁。,219052,10,承认,arg,,05
4849,Experiment Group,,,,,,0.98,数学老师指导中学生们如何解决问题。,900031,11,,,,03
4849,Experiment Group,,18,,,short,0.28,船长想知道谁承认飞行员责备了经济学家。,218051,12,承认,arg,,05
4849,Experiment Group,,,,,,0.98,村长不想见买了卡车的村民。,900022,13,,,,02
4849,Experiment Group,,12,,,long,0.18,包工头想知道和尚猜播音员为什么打伤了算命先生。,112132,14,猜,adj,,13
4849,Experiment Group,,,,,,0.65,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,900006,15,,,,00
4849,Experiment Group,,7,,,short,0.87,村长想知道谁保证电工无视了领导。,207071,16,保证,arg,,07
4849,Experiment Group,,21,,,short,0.97,省长想知道药剂师为什么透露小报记者采访了税务员。,121081,17,透露,adj,,08
4849,Experiment Group,,,,,,0.98,魏老师看到了看了报告的研究生。,900019,18,,,,01
4849,Experiment Group,,17,,,short,0.13,会计想知道谁猜编辑邀请了神父。,217131,19,猜,arg,,13
4849,Experiment Group,,,,,,0.98,教导主任鼓励学生们追求自己的梦想。,900030,20,,,,03
4849,Experiment Group,,20,,,short,0.64,售货员想知道谁透露摄影师指责了心理医生。,220081,21,透露,arg,,08
4849,Experiment Group,,9,,,long,0.68,将军想知道间谍认同士兵跟踪了谁。,209112,22,认同,arg,,11
4849,Experiment Group,,,,,,0.66,外科医生鼓励病人多锻炼身体。,900027,23,,,,02
4849,Experiment Group,,28,,,long,1,丞相想知道皇上保证将军威胁了谁。,228072,24,保证,arg,,07
4849,Experiment Group,,,,,,0.3,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,900008,25,,,,00
4849,Experiment Group,,29,,,long,0.76,编辑想知道法务顾问说杂技演员抚养了谁。,229142,26,说,arg,,14
4849,Experiment Group,,31,,,long,0.73,心理学家想知道大学生重申保姆讨好了谁。,231102,27,重申,arg,,10
4849,Experiment Group,,,,,,0.34,文艺评论家怀疑编辑可以偷懒教授。,900015,28,,,,01
4849,Experiment Group,,,,,,0.38,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,900005,29,,,,00
4849,Experiment Group,,,,,,0.1,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,900002,30,,,,00
4849,Experiment Group,,23,,,short,0.66,园丁想知道谁认同焊工训斥了清洁工。,223111,31,认同,arg,,11
4849,Experiment Group,,22,,,long,0.58,顾问想知道外交官猜生物学家嘲讽了谁。,222132,32,猜,arg,,13
4849,Experiment Group,,,,,,0.73,部门经理的好朋友向父母倾诉了自己的烦恼。,900025,33,,,,02
4849,Experiment Group,,15,,,short,0.3,主持人想知道谁重申政府官员批评了总统候选人。,215101,34,重申,arg,,10
4849,Experiment Group,,,,,,0.14,学生自己的问题向提出老师。,900010,35,,,,01
4849,Experiment Group,,27,,,long,0.85,法医想知道业务员重申罪犯为什么谋害了程序员。,127102,36,重申,adj,,10
4849,Experiment Group,,,,,,0.96,部长没见过吃了包子的大学生。,900021,37,,,,02
4849,Experiment Group,,,,,,0.99,校长遇到了扛着箱子的维修员。,900018,38,,,,01
4849,Experiment Group,,,,,,0.99,保姆想知道老爷爷午饭到底吃了些什么。,900032,39,,,,03
4849,Experiment Group,,,,,,0.07,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,900004,40,,,,00
4849,Experiment Group,,3,,,short,0.96,经理想知道厨师为什么承认服务员接待了乞丐。,103051,41,承认,adj,,05
4849,Experiment Group,,,,,,0.65,国家领导人批准干部可以离职翻译官。,900014,42,,,,01
4849,Experiment Group,,,,,,0.97,顾问没注意到端着盘子的阿姨。,900023,43,,,,02
4849,Experiment Group,,5,,,short,0.88,市长想知道议员为什么重申艺术家联系了毒枭。,105101,44,重申,adj,,10
4849,Experiment Group,,,,,,0.96,运动员的姐姐向老师请教了一个问题。,900026,45,,,,02
4849,Experiment Group,,1,,,short,0.92,老师想知道学生为什么认同修理工打了快递员。,101111,46,认同,adj,,11
4849,Experiment Group,,,,,,0.97,冯阿姨瞧见了背着书包的中学生。,900017,47,,,,01
4849,Experiment Group,,8,,,short,0.83,侦探想知道谁怀疑飞行员羞辱了卡车司机。,208011,48,怀疑,arg,,01
4849,Experiment Group,,16,,,short,0.76,大学生想知道记者为什么怀疑音乐老师夸赞了歌手。,116011,49,怀疑,adj,,01
4849,Experiment Group,,,,,,0.05,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,900001,50,,,,00
4849,Experiment Group,,,,,,0.96,装修师傅不想见到吃了汉堡的小女孩。,900024,51,,,,02
4849,Experiment Group,,10,,,short,0.98,导游想知道外国人为什么说保安袭击了商贩。,110141,52,说,adj,,14
4849,Experiment Group,,14,,,long,0.91,英语老师想知道工程师透露中学生举报了谁。,214082,53,透露,arg,,08
4849,Experiment Group,,,,,,0.26,基金管理员期待顾客可以成功历史学家。,900013,54,,,,01
4849,Experiment Group,,4,,,long,0.73,教授想知道工程师怀疑秘书批评了谁。,204012,55,怀疑,arg,,01
4849,Experiment Group,,,,,,0.13,队员们自己的优势向隐瞒对手。,900012,56,,,,01
4849,Experiment Group,,32,,,long,0.15,助手想知道军官认同老师为什么出卖了水手。,132112,57,认同,adj,,11
4849,Experiment Group,,6,,,long,0.35,检察官想知道教练员怀疑音乐家为什么开除了保镖。,106012,58,怀疑,adj,,01
4849,Experiment Group,,,,,,0.17,助理自己的缺点向指出经理。,900011,59,,,,01
4849,Experiment Group,,,,,,0.1,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,900003,60,,,,00
4849,Experiment Group,,,,,,0.24,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,900007,61,,,,00
4849,Experiment Group,,,,,,0.36,领导自己的烦恼向倾诉朋友。,900009,62,,,,00
4849,Experiment Group,,2,,,long,0.66,法官想知道律师说警察为什么审问了学生。,102142,63,说,adj,,14
4849,Experiment Group,,,,,,0.99,交警在马路边提醒行人要注意安全。,900029,64,,,,02
4706,Experiment Group,,,practice_good,practice_good,,1,,,0,,,0,
4706,Experiment Group,,,practice_bad,practice_bad,,0.01,,,0,,,0,
4706,Experiment Group,,,,,,0.2,基金管理员期待顾客可以成功历史学家。,900013,1,,,,01
4706,Experiment Group,,27,,,long,0.67,法医想知道业务员证实罪犯为什么谋害了程序员。,127092,2,证实,adj,,09
4706,Experiment Group,,31,,,long,0.44,心理学家想知道大学生承认保姆讨好了谁。,231052,3,承认,arg,,05
4706,Experiment Group,,,,,,0.02,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,900007,4,,,,00
4706,Experiment Group,,24,,,short,0.07,仓库管理员想知道谁接受保险代理人挖苦了模特。,224061,5,接受,arg,,06
4706,Experiment Group,,,,,,0.98,交警在马路边提醒行人要注意安全。,900029,6,,,,02
4706,Experiment Group,,11,,,short,0.9,政客想知道医生为什么说护士推倒了男孩。,111141,7,说,adj,,14
4706,Experiment Group,,,,,,0.9,运动员的姐姐向老师请教了一个问题。,900026,8,,,,02
4706,Experiment Group,,,,,,0.97,数学老师指导中学生们如何解决问题。,900031,9,,,,03
4706,Experiment Group,,16,,,long,0.41,大学生想知道记者证实音乐老师夸赞了谁。,216092,10,证实,arg,,09
4706,Experiment Group,,22,,,short,1,顾问想知道外交官为什么认为生物学家嘲讽了哲学家。,122121,11,认为,adj,,12
4706,Experiment Group,,,,,,0.18,文艺评论家怀疑编辑可以偷懒教授。,900015,12,,,,01
4706,Experiment Group,,,,,,0.44,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,900005,13,,,,00
4706,Experiment Group,,,,,,0.01,队员们自己的优势向隐瞒对手。,900012,14,,,,01
4706,Experiment Group,,29,,,short,0.79,编辑想知道法务顾问为什么透露杂技演员抚养了小女孩。,129081,15,透露,adj,,08
4706,Experiment Group,,,,,,0.11,国家领导人批准干部可以离职翻译官。,900014,16,,,,01
4706,Experiment Group,,8,,,short,0.77,侦探想知道谁承认飞行员羞辱了卡车司机。,208051,17,承认,arg,,05
4706,Experiment Group,,23,,,long,0.1,园丁想知道水管工接受焊工为什么训斥了清洁工。,123062,18,接受,adj,,06
4706,Experiment Group,,,,,,0.12,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,900008,19,,,,00
4706,Experiment Group,,21,,,long,0.22,省长想知道药剂师抱怨小报记者采访了谁。,221042,20,抱怨,arg,,04
4706,Experiment Group,,19,,,short,0.61,经理想知道谁认为和尚夸奖了乞丐。,219121,21,认为,arg,,12
4706,Experiment Group,,,,,,0.98,顾问没注意到端着盘子的阿姨。,900023,22,,,,02
4706,Experiment Group,,,,,,0.81,部长没见过吃了包子的大学生。,900021,23,,,,02
4706,Experiment Group,,1,,,long,0.84,老师想知道学生怀疑修理工打了谁。,201012,24,怀疑,arg,,01
4706,Experiment Group,,,,,,0.02,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,900003,25,,,,00
4706,Experiment Group,,20,,,short,0.54,售货员想知道作曲家为什么证实摄影师指责了心理医生。,120091,26,证实,adj,,09
4706,Experiment Group,,,,,,0.02,领导自己的烦恼向倾诉朋友。,900009,27,,,,00
4706,Experiment Group,,3,,,short,0.86,经理想知道厨师为什么承认服务员接待了乞丐。,103051,28,承认,adj,,05
4706,Experiment Group,,30,,,long,0.23,舞蹈老师想知道实习生透露歌手赞美了谁。,230082,29,透露,arg,,08
4706,Experiment Group,,,,,,0.98,外科医生鼓励病人多锻炼身体。,900027,30,,,,02
4706,Experiment Group,,15,,,long,0.28,主持人想知道学者说政府官员为什么批评了总统候选人。,115142,31,说,adj,,14
4706,Experiment Group,,,,,,0.59,装修师傅不想见到吃了汉堡的小女孩。,900024,32,,,,02
4706,Experiment Group,,,,,,0.01,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,900002,33,,,,00
4706,Experiment Group,,4,,,long,0.65,教授想知道工程师说秘书批评了谁。,204142,34,说,arg,,14
4706,Experiment Group,,,,,,0.99,保姆想知道老爷爷午饭到底吃了些什么。,900032,35,,,,03
4706,Experiment Group,,12,,,long,0.45,包工头想知道和尚认为播音员打伤了谁。,212122,36,认为,arg,,12
4706,Experiment Group,,28,,,long,0.39,丞相想知道皇上认为将军为什么威胁了大臣。,128122,37,认为,adj,,12
4706,Experiment Group,,,,,,0.98,教授认识修了桌子的工人。,900020,38,,,,02
4706,Experiment Group,,6,,,short,0.98,检察官想知道教练员为什么怀疑音乐家开除了保镖。,106011,39,怀疑,adj,,01
4706,Experiment Group,,,,,,0.95,魏老师看到了看了报告的研究生。,900019,40,,,,01
4706,Experiment Group,,9,,,long,0.44,将军想知道间谍透露士兵为什么跟踪了总统。,109082,41,透露,adj,,08
4706,Experiment Group,,,,,,0.02,助理自己的缺点向指出经理。,900011,42,,,,01
4706,Experiment Group,,,,,,0.04,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,900004,43,,,,00
4706,Experiment Group,,26,,,long,0.25,制片人想知道健身教练抱怨化妆师为什么监视了调酒师。,126042,44,抱怨,adj,,04
4706,Experiment Group,,,,,,0.98,校长遇到了扛着箱子的维修员。,900018,45,,,,01
4706,Experiment Group,,10,,,long,0.14,导游想知道外国人接受保安袭击了谁。,210062,46,接受,arg,,06
4706,Experiment Group,,25,,,long,0.03,美容师想知道房东承认营养师为什么吓唬了快餐店员。,125052,47,承认,adj,,05
4706,Experiment Group,,,,,,0.05,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,900006,48,,,,00
4706,Experiment Group,,,,,,0.98,冯阿姨瞧见了背着书包的中学生。,900017,49,,,,01
4706,Experiment Group,,7,,,short,0.93,村长想知道农民为什么接受电工无视了领导。,107061,50,接受,adj,,06
4706,Experiment Group,,32,,,short,0.82,助手想知道谁证实老师出卖了水手。,232091,51,证实,arg,,09
4706,Experiment Group,,,,,,0.96,部门经理的好朋友向父母倾诉了自己的烦恼。,900025,52,,,,02
4706,Experiment Group,,,,,,0.99,广告商邀请客户参加在西餐厅举办的宴会。,900028,53,,,,02
4706,Experiment Group,,18,,,short,0.97,船长想知道谁说飞行员责备了经济学家。,218141,54,说,arg,,14
4706,Experiment Group,,13,,,long,0.21,服务员想知道售票员怀疑演说家为什么欺骗了建筑工人。,113012,55,怀疑,adj,,01
4706,Experiment Group,,,,,,0.98,教导主任鼓励学生们追求自己的梦想。,900030,56,,,,03
4706,Experiment Group,,2,,,short,0.94,法官想知道谁透露警察审问了学生。,202081,57,透露,arg,,08
4706,Experiment Group,,5,,,short,0.93,市长想知道议员为什么抱怨艺术家联系了毒枭。,105041,58,抱怨,adj,,04
4706,Experiment Group,,,,,,0.99,村长不想见买了卡车的村民。,900022,59,,,,02
4706,Experiment Group,,17,,,short,0.96,会计想知道谁抱怨编辑邀请了神父。,217041,60,抱怨,arg,,04
4706,Experiment Group,,,,,,0.02,农业专家相信天文学家可以退休物理学家。,900016,61,,,,01
4706,Experiment Group,,14,,,short,0.91,英语老师想知道谁怀疑中学生举报了店员。,214011,62,怀疑,arg,,01
4706,Experiment Group,,,,,,0.01,学生自己的问题向提出老师。,900010,63,,,,01
4706,Experiment Group,,,,,,0.01,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,900001,64,,,,00
4831,Experiment Group,,,practice_good,practice_good,,1,,,0,,,0,
4831,Experiment Group,,,practice_bad,practice_bad,,0.01,,,0,,,0,
4831,Experiment Group,,15,,,long,0.03,主持人想知道学者猜政府官员为什么批评了总统候选人。,115132,1,猜,adj,,13
4831,Experiment Group,,,,,,0,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,900005,2,,,,00
4831,Experiment Group,,,,,,1,校长遇到了扛着箱子的维修员。,900018,3,,,,01
4831,Experiment Group,,22,,,long,0,顾问想知道外交官证实生物学家为什么嘲讽了哲学家。,122092,4,证实,adj,,09
4831,Experiment Group,,1,,,short,0.98,老师想知道谁认同修理工打了快递员。,201111,5,认同,arg,,11
4831,Experiment Group,,,,,,0.91,魏老师看到了看了报告的研究生。,900019,6,,,,01
4831,Experiment Group,,31,,,short,0.85,心理学家想知道谁证实保姆讨好了理发师。,231091,7,证实,arg,,09
4831,Experiment Group,,,,,,0,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,900008,8,,,,00
4831,Experiment Group,,24,,,short,0.91,仓库管理员想知道采购员为什么认同保险代理人挖苦了模特。,124111,9,认同,adj,,11
4831,Experiment Group,,,,,,0.98,广告商邀请客户参加在西餐厅举办的宴会。,900028,10,,,,02
4831,Experiment Group,,21,,,long,0.2,省长想知道药剂师坚称小报记者采访了谁。,221022,11,坚称,arg,,02
4831,Experiment Group,,,,,,0,助理自己的缺点向指出经理。,900011,12,,,,01
4831,Experiment Group,,16,,,long,0.9,大学生想知道记者怀疑音乐老师为什么夸赞了歌手。,116012,13,怀疑,adj,,01
4831,Experiment Group,,3,,,long,0.02,经理想知道厨师接受服务员为什么接待了乞丐。,103062,14,接受,adj,,06
4831,Experiment Group,,,,,,0.98,冯阿姨瞧见了背着书包的中学生。,900017,15,,,,01
4831,Experiment Group,,5,,,short,0.02,市长想知道议员为什么接受艺术家联系了毒枭。,105061,16,接受,adj,,06
4831,Experiment Group,,,,,,0.02,学生自己的问题向提出老师。,900010,17,,,,01
4831,Experiment Group,,11,,,long,0.03,政客想知道医生重申护士为什么推倒了男孩。,111102,18,重申,adj,,10
4831,Experiment Group,,32,,,short,0.97,助手想知道军官为什么证实老师出卖了水手。,132091,19,证实,adj,,09
4831,Experiment Group,,,,,,0.98,数学老师指导中学生们如何解决问题。,900031,20,,,,03
4831,Experiment Group,,8,,,long,0.02,侦探想知道售货员重申飞行员羞辱了谁。,208102,21,重申,arg,,10
4831,Experiment Group,,,,,,0.02,农业专家相信天文学家可以退休物理学家。,900016,22,,,,01
4831,Experiment Group,,2,,,short,0.99,法官想知道谁接受警察审问了学生。,202061,23,接受,arg,,06
4831,Experiment Group,,,,,,0.97,教授认识修了桌子的工人。,900020,24,,,,02
4831,Experiment Group,,26,,,short,0.98,制片人想知道谁怀疑化妆师监视了调酒师。,226011,25,怀疑,arg,,01
4831,Experiment Group,,12,,,long,0.96,包工头想知道和尚猜播音员打伤了谁。,212132,26,猜,arg,,13
4831,Experiment Group,,,,,,0.02,文艺评论家怀疑编辑可以偷懒教授。,900015,27,,,,01
4831,Experiment Group,,,,,,1,教导主任鼓励学生们追求自己的梦想。,900030,28,,,,03
4831,Experiment Group,,,,,,0.02,领导自己的烦恼向倾诉朋友。,900009,29,,,,00
4831,Experiment Group,,20,,,long,0.01,售货员想知道作曲家认为摄影师为什么指责了心理医生。,120122,30,认为,adj,,12
4831,Experiment Group,,,,,,0.02,基金管理员期待顾客可以成功历史学家。,900013,31,,,,01
4831,Experiment Group,,30,,,short,0.01,舞蹈老师想知道实习生为什么认为歌手赞美了剧作家。,130121,32,认为,adj,,12
4831,Experiment Group,,29,,,short,0.98,编辑想知道法务顾问为什么怀疑杂技演员抚养了小女孩。,129011,33,怀疑,adj,,01
4831,Experiment Group,,,,,,0.99,保姆想知道老爷爷午饭到底吃了些什么。,900032,34,,,,03
4831,Experiment Group,,14,,,long,0.99,英语老师想知道工程师接受中学生举报了谁。,214062,35,接受,arg,,06
4831,Experiment Group,,13,,,long,0.94,服务员想知道售票员怀疑演说家欺骗了谁。,213012,36,怀疑,arg,,01
4831,Experiment Group,,,,,,0.96,部长没见过吃了包子的大学生。,900021,37,,,,02
4831,Experiment Group,,10,,,short,0.96,导游想知道谁重申保安袭击了商贩。,210101,38,重申,arg,,10
4831,Experiment Group,,,,,,0.97,运动员的姐姐向老师请教了一个问题。,900026,39,,,,02
4831,Experiment Group,,,,,,0,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,900004,40,,,,00
4831,Experiment Group,,27,,,short,0.99,法医想知道谁猜罪犯谋害了程序员。,227131,41,猜,arg,,13
4831,Experiment Group,,,,,,0.01,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,900002,42,,,,00
4831,Experiment Group,,18,,,long,0.01,船长想知道建筑师认同飞行员为什么责备了经济学家。,118112,43,认同,adj,,11
4831,Experiment Group,,7,,,long,0.97,村长想知道农民认同电工无视了谁。,207112,44,认同,arg,,11
4831,Experiment Group,,,,,,0.01,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,900001,45,,,,00
4831,Experiment Group,,,,,,0.99,顾问没注意到端着盘子的阿姨。,900023,46,,,,02
4831,Experiment Group,,6,,,long,0.99,检察官想知道教练员证实音乐家开除了谁。,206092,47,证实,arg,,09
4831,Experiment Group,,28,,,short,0.99,丞相想知道皇上为什么坚称将军威胁了大臣。,128021,48,坚称,adj,,02
4831,Experiment Group,,,,,,0,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,900007,49,,,,00
4831,Experiment Group,,,,,,0.99,交警在马路边提醒行人要注意安全。,900029,50,,,,02
4831,Experiment Group,,23,,,short,0.97,园丁想知道水管工为什么猜焊工训斥了清洁工。,123131,51,猜,adj,,13
4831,Experiment Group,,,,,,0.99,国家领导人批准干部可以离职翻译官。,900014,52,,,,01
4831,Experiment Group,,,,,,1,部门经理的好朋友向父母倾诉了自己的烦恼。,900025,53,,,,02
4831,Experiment Group,,25,,,long,0.01,美容师想知道房东坚称营养师为什么吓唬了快餐店员。,125022,54,坚称,adj,,02
4831,Experiment Group,,,,,,0.01,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,900003,55,,,,00
4831,Experiment Group,,9,,,long,0.98,将军想知道间谍认为士兵跟踪了谁。,209122,56,认为,arg,,12
4831,Experiment Group,,4,,,short,0.98,教授想知道谁坚称秘书批评了运动员。,204021,57,坚称,arg,,02
4831,Experiment Group,,,,,,0.02,队员们自己的优势向隐瞒对手。,900012,58,,,,01
4831,Experiment Group,,17,,,short,0.99,会计想知道演员为什么重申编辑邀请了神父。,117101,59,重申,adj,,10
4831,Experiment Group,,,,,,0.99,外科医生鼓励病人多锻炼身体。,900027,60,,,,02
4831,Experiment Group,,19,,,short,0.99,经理想知道谁认为和尚夸奖了乞丐。,219121,61,认为,arg,,12
4831,Experiment Group,,,,,,0.98,村长不想见买了卡车的村民。,900022,62,,,,02
4831,Experiment Group,,,,,,0.02,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,900006,63,,,,00
4831,Experiment Group,,,,,,0.99,装修师傅不想见到吃了汉堡的小女孩。,900024,64,,,,02
4787,Experiment Group,,,practice_good,practice_good,,0.99,,,0,,,0,
4787,Experiment Group,,,practice_bad,practice_bad,,0.06,,,0,,,0,
4787,Experiment Group,,,,,,0.82,顾问没注意到端着盘子的阿姨。,900023,1,,,,02
4787,Experiment Group,,10,,,long,0,导游想知道外国人重申保安为什么袭击了商贩。,110102,2,重申,adj,,10
4787,Experiment Group,,19,,,long,0.26,经理想知道道士接受和尚夸奖了谁。,219062,3,接受,arg,,06
4787,Experiment Group,,,,,,0.07,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,900002,4,,,,00
4787,Experiment Group,,32,,,short,0.87,助手想知道谁怀疑老师出卖了水手。,232011,5,怀疑,arg,,01
4787,Experiment Group,,12,,,long,0.02,包工头想知道和尚透露播音员为什么打伤了算命先生。,112082,6,透露,adj,,08
4787,Experiment Group,,,,,,0.04,助理自己的缺点向指出经理。,900011,7,,,,01
4787,Experiment Group,,28,,,long,0.76,丞相想知道皇上承认将军威胁了谁。,228052,8,承认,arg,,05
4787,Experiment Group,,,,,,0,队员们自己的优势向隐瞒对手。,900012,9,,,,01
4787,Experiment Group,,6,,,long,0,检察官想知道教练员承认音乐家为什么开除了保镖。,106052,10,承认,adj,,05
4787,Experiment Group,,,,,,1,保姆想知道老爷爷午饭到底吃了些什么。,900032,11,,,,03
4787,Experiment Group,,18,,,short,0.74,船长想知道谁透露飞行员责备了经济学家。,218081,12,透露,arg,,08
4787,Experiment Group,,,,,,1,广告商邀请客户参加在西餐厅举办的宴会。,900028,13,,,,02
4787,Experiment Group,,27,,,short,0.76,法医想知道业务员为什么透露罪犯谋害了程序员。,127081,14,透露,adj,,08
4787,Experiment Group,,,,,,0.02,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,900003,15,,,,00
4787,Experiment Group,,20,,,long,0.57,售货员想知道作曲家猜摄影师为什么指责了心理医生。,120132,16,猜,adj,,13
4787,Experiment Group,,16,,,short,0.48,大学生想知道谁说音乐老师夸赞了歌手。,216141,17,说,arg,,14
4787,Experiment Group,,,,,,0,基金管理员期待顾客可以成功历史学家。,900013,18,,,,01
4787,Experiment Group,,4,,,long,0.34,教授想知道工程师坚称秘书批评了谁。,204022,19,坚称,arg,,02
4787,Experiment Group,,,,,,0.2,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,900008,20,,,,00
4787,Experiment Group,,11,,,long,0.07,政客想知道医生怀疑护士为什么推倒了男孩。,111012,21,怀疑,adj,,01
4787,Experiment Group,,,,,,0.34,农业专家相信天文学家可以退休物理学家。,900016,22,,,,01
4787,Experiment Group,,,,,,0.9,装修师傅不想见到吃了汉堡的小女孩。,900024,23,,,,02
4787,Experiment Group,,2,,,long,0.54,法官想知道律师说警察审问了谁。,202142,24,说,arg,,14
4787,Experiment Group,,,,,,0.08,文艺评论家怀疑编辑可以偷懒教授。,900015,25,,,,01
4787,Experiment Group,,,,,,0.12,学生自己的问题向提出老师。,900010,26,,,,01
4787,Experiment Group,,,,,,0.53,魏老师看到了看了报告的研究生。,900019,27,,,,01
4787,Experiment Group,,,,,,0.62,部长没见过吃了包子的大学生。,900021,28,,,,02
4787,Experiment Group,,30,,,long,0,舞蹈老师想知道实习生说歌手为什么赞美了剧作家。,130142,29,说,adj,,14
4787,Experiment Group,,,,,,0.19,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,900005,30,,,,00
4787,Experiment Group,,25,,,short,0.73,美容师想知道房东为什么猜营养师吓唬了快餐店员。,125131,31,猜,adj,,13
4787,Experiment Group,,,,,,0.05,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,900006,32,,,,00
4787,Experiment Group,,5,,,short,0.72,市长想知道谁猜艺术家联系了毒枭。,205131,33,猜,arg,,13
4787,Experiment Group,,,,,,0,领导自己的烦恼向倾诉朋友。,900009,34,,,,00
4787,Experiment Group,,13,,,short,0.69,服务员想知道售票员为什么接受演说家欺骗了建筑工人。,113061,35,接受,adj,,06
4787,Experiment Group,,3,,,short,0.62,经理想知道谁重申服务员接待了乞丐。,203101,36,重申,arg,,10
4787,Experiment Group,,,,,,0.06,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,900007,37,,,,00
4787,Experiment Group,,,,,,0.84,运动员的姐姐向老师请教了一个问题。,900026,38,,,,02
4787,Experiment Group,,1,,,short,1,老师想知道学生为什么说修理工打了快递员。,101141,39,说,adj,,14
4787,Experiment Group,,14,,,long,0.26,英语老师想知道工程师接受中学生为什么举报了店员。,114062,40,接受,adj,,06
4787,Experiment Group,,,,,,1,教导主任鼓励学生们追求自己的梦想。,900030,41,,,,03
4787,Experiment Group,,29,,,long,0.52,编辑想知道法务顾问重申杂技演员抚养了谁。,229102,42,重申,arg,,10
4787,Experiment Group,,7,,,short,0.35,村长想知道谁接受电工无视了领导。,207061,43,接受,arg,,06
4787,Experiment Group,,,,,,0.98,村长不想见买了卡车的村民。,900022,44,,,,02
4787,Experiment Group,,,,,,1,交警在马路边提醒行人要注意安全。,900029,45,,,,02
4787,Experiment Group,,15,,,long,0.61,主持人想知道学者透露政府官员批评了谁。,215082,46,透露,arg,,08
4787,Experiment Group,,24,,,long,0.3,仓库管理员想知道采购员坚称保险代理人为什么挖苦了模特。,124022,47,坚称,adj,,02
4787,Experiment Group,,,,,,0.8,教授认识修了桌子的工人。,900020,48,,,,02
4787,Experiment Group,,23,,,long,0.35,园丁想知道水管工猜焊工训斥了谁。,223132,49,猜,arg,,13
4787,Experiment Group,,,,,,0.03,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,900001,50,,,,00
4787,Experiment Group,,,,,,1,冯阿姨瞧见了背着书包的中学生。,900017,51,,,,01
4787,Experiment Group,,,,,,1,外科医生鼓励病人多锻炼身体。,900027,52,,,,02
4787,Experiment Group,,21,,,short,0.6,省长想知道药剂师为什么怀疑小报记者采访了税务员。,121011,53,怀疑,adj,,01
4787,Experiment Group,,9,,,short,0.66,将军想知道间谍为什么承认士兵跟踪了总统。,109051,54,承认,adj,,05
4787,Experiment Group,,,,,,0.21,国家领导人批准干部可以离职翻译官。,900014,55,,,,01
4787,Experiment Group,,26,,,short,0.62,制片人想知道健身教练为什么重申化妆师监视了调酒师。,126101,56,重申,adj,,10
4787,Experiment Group,,31,,,short,0.61,心理学家想知道大学生为什么坚称保姆讨好了理发师。,131021,57,坚称,adj,,02
4787,Experiment Group,,,,,,0.98,数学老师指导中学生们如何解决问题。,900031,58,,,,03
4787,Experiment Group,,17,,,short,0.16,会计想知道谁坚称编辑邀请了神父。,217021,59,坚称,arg,,02
4787,Experiment Group,,,,,,0.98,校长遇到了扛着箱子的维修员。,900018,60,,,,01
4787,Experiment Group,,8,,,short,0.32,侦探想知道谁承认飞行员羞辱了卡车司机。,208051,61,承认,arg,,05
4787,Experiment Group,,,,,,0,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,900004,62,,,,00
4787,Experiment Group,,22,,,long,0.66,顾问想知道外交官怀疑生物学家嘲讽了谁。,222012,63,怀疑,arg,,01
4787,Experiment Group,,,,,,0.99,部门经理的好朋友向父母倾诉了自己的烦恼。,900025,64,,,,02
4869,Experiment Group,,,practice_good,practice_good,,0.9,,,0,,,0,
4869,Experiment Group,,,practice_bad,practice_bad,,0.13,,,0,,,0,
