"","workerid","proliferate.condition","first_response_value","item","item_number","item_type","length","response","sentence","sentence_id","trial_sequence_total","verb","wh_type","wrong_attempts","verb.1"
"6616",4870,"Experiment Group",NA,13,"","","long",0.02,"服务员想知道售票员猜演说家为什么欺骗了建筑工人。",113132,14,"猜","adj",NA,13
"6620",4870,"Experiment Group",NA,28,"","","short",0.09,"丞相想知道皇上为什么承认将军威胁了大臣。",128051,18,"承认","adj",NA,5
"6622",4870,"Experiment Group",NA,15,"","","long",0.06,"主持人想知道学者否认政府官员为什么批评了总统候选人。",115032,20,"否认","adj",NA,3
"6623",4870,"Experiment Group",NA,31,"","","long",0.17,"心理学家想知道大学生透露保姆为什么讨好了理发师。",131082,21,"透露","adj",NA,8
"6628",4870,"Experiment Group",NA,25,"","","long",0.08,"美容师想知道房东认同营养师吓唬了谁。",225112,26,"认同","arg",NA,11
"6632",4870,"Experiment Group",NA,2,"","","long",0.11,"法官想知道律师承认警察审问了谁。",202052,30,"承认","arg",NA,5
"6633",4870,"Experiment Group",NA,17,"","","long",0.02,"会计想知道演员认同编辑为什么邀请了神父。",117112,31,"认同","adj",NA,11
"6635",4870,"Experiment Group",NA,26,"","","short",0.38,"制片人想知道健身教练为什么透露化妆师监视了调酒师。",126081,33,"透露","adj",NA,8
"6636",4870,"Experiment Group",NA,22,"","","short",0.92,"顾问想知道谁透露生物学家嘲讽了哲学家。",222081,34,"透露","arg",NA,8
"6638",4870,"Experiment Group",NA,21,"","","short",0.83,"省长想知道药剂师为什么接受小报记者采访了税务员。",121061,36,"接受","adj",NA,6
"6639",4870,"Experiment Group",NA,32,"","","short",0.37,"助手想知道军官为什么猜老师出卖了水手。",132131,37,"猜","adj",NA,13
"6641",4870,"Experiment Group",NA,20,"","","long",0.01,"售货员想知道作曲家保证摄影师为什么指责了心理医生。",120072,39,"保证","adj",NA,7
"6645",4870,"Experiment Group",NA,8,"","","long",0.07,"侦探想知道售货员猜飞行员羞辱了谁。",208132,43,"猜","arg",NA,13
"6647",4870,"Experiment Group",NA,6,"","","short",0.95,"检察官想知道谁说音乐家开除了保镖。",206141,45,"说","arg",NA,14
"6649",4870,"Experiment Group",NA,5,"","","short",0.34,"市长想知道谁接受艺术家联系了毒枭。",205061,47,"接受","arg",NA,6
"6650",4870,"Experiment Group",NA,9,"","","long",0.09,"将军想知道间谍说士兵为什么跟踪了总统。",109142,48,"说","adj",NA,14
"6652",4870,"Experiment Group",NA,24,"","","short",0.51,"仓库管理员想知道采购员为什么认同保险代理人挖苦了模特。",124111,50,"认同","adj",NA,11
"6654",4870,"Experiment Group",NA,11,"","","long",0.48,"政客想知道医生保证护士推倒了谁。",211072,52,"保证","arg",NA,7
"6656",4870,"Experiment Group",NA,19,"","","long",0.02,"经理想知道道士透露和尚夸奖了谁。",219082,54,"透露","arg",NA,8
"6659",4870,"Experiment Group",NA,29,"","","long",0.07,"编辑想知道法务顾问接受杂技演员为什么抚养了小女孩。",129062,57,"接受","adj",NA,6
"6660",4870,"Experiment Group",NA,7,"","","long",0.87,"村长想知道农民说电工无视了谁。",207142,58,"说","arg",NA,14
"6662",4870,"Experiment Group",NA,16,"","","short",0.92,"大学生想知道记者为什么否认音乐老师夸赞了歌手。",116031,60,"否认","adj",NA,3
"6665",4870,"Experiment Group",NA,14,"","","short",0.09,"英语老师想知道谁认同中学生举报了店员。",214111,63,"认同","arg",NA,11
"6666",4870,"Experiment Group",NA,12,"","","short",0.03,"包工头想知道和尚为什么保证播音员打伤了算命先生。",112071,64,"保证","adj",NA,7
"6669",4872,"Experiment Group",NA,1,"","","long",0,"老师想知道学生保证修理工为什么打了快递员。",101072,1,"保证","adj",NA,7
"6670",4872,"Experiment Group",NA,10,"","","long",0,"导游想知道外国人认同保安为什么袭击了商贩。",110112,2,"认同","adj",NA,11
"6672",4872,"Experiment Group",NA,4,"","","short",0.88,"教授想知道谁说秘书批评了运动员。",204141,4,"说","arg",NA,14
"6674",4872,"Experiment Group",NA,3,"","","short",0.98,"经理想知道谁怀疑服务员接待了乞丐。",203011,6,"怀疑","arg",NA,1
"6675",4872,"Experiment Group",NA,23,"","","short",0.9,"园丁想知道谁认同焊工训斥了清洁工。",223111,7,"认同","arg",NA,11
"6677",4872,"Experiment Group",NA,22,"","","short",0.84,"顾问想知道外交官为什么猜生物学家嘲讽了哲学家。",122131,9,"猜","adj",NA,13
"6680",4872,"Experiment Group",NA,17,"","","short",0.02,"会计想知道演员为什么证实编辑邀请了神父。",117091,12,"证实","adj",NA,9
"6685",4872,"Experiment Group",NA,27,"","","long",0.24,"法医想知道业务员怀疑罪犯为什么谋害了程序员。",127012,17,"怀疑","adj",NA,1
"6687",4872,"Experiment Group",NA,7,"","","long",0.18,"村长想知道农民证实电工无视了谁。",207092,19,"证实","arg",NA,9
"6688",4872,"Experiment Group",NA,24,"","","short",0.24,"仓库管理员想知道采购员为什么怀疑保险代理人挖苦了模特。",124011,20,"怀疑","adj",NA,1
"6691",4872,"Experiment Group",NA,16,"","","short",0.88,"大学生想知道谁证实音乐老师夸赞了歌手。",216091,23,"证实","arg",NA,9
"6693",4872,"Experiment Group",NA,32,"","","long",0.83,"助手想知道军官说老师出卖了谁。",232142,25,"说","arg",NA,14
"6695",4872,"Experiment Group",NA,9,"","","short",0.87,"将军想知道谁接受士兵跟踪了总统。",209061,27,"接受","arg",NA,6
"6696",4872,"Experiment Group",NA,14,"","","long",0.16,"英语老师想知道工程师保证中学生举报了谁。",214072,28,"保证","arg",NA,7
"6698",4872,"Experiment Group",NA,18,"","","short",0.81,"船长想知道建筑师为什么透露飞行员责备了经济学家。",118081,30,"透露","adj",NA,8
"6701",4872,"Experiment Group",NA,8,"","","long",0.08,"侦探想知道售货员透露飞行员为什么羞辱了卡车司机。",108082,33,"透露","adj",NA,8
"6704",4872,"Experiment Group",NA,21,"","","short",0.77,"省长想知道谁保证小报记者采访了税务员。",221071,36,"保证","arg",NA,7
"6707",4872,"Experiment Group",NA,12,"","","long",0.8,"包工头想知道和尚猜播音员打伤了谁。",212132,39,"猜","arg",NA,13
"6708",4872,"Experiment Group",NA,28,"","","long",0.02,"丞相想知道皇上接受将军为什么威胁了大臣。",128062,40,"接受","adj",NA,6
"6710",4872,"Experiment Group",NA,11,"","","long",0.13,"政客想知道医生认同护士推倒了谁。",211112,42,"认同","arg",NA,11
"6712",4872,"Experiment Group",NA,19,"","","short",0.7,"经理想知道道士为什么接受和尚夸奖了乞丐。",119061,44,"接受","adj",NA,6
"6713",4872,"Experiment Group",NA,20,"","","short",0.86,"售货员想知道作曲家为什么说摄影师指责了心理医生。",120141,45,"说","adj",NA,14
"6716",4872,"Experiment Group",NA,15,"","","long",0.88,"主持人想知道学者猜政府官员为什么批评了总统候选人。",115132,48,"猜","adj",NA,13
"6718",4872,"Experiment Group",NA,30,"","","long",0.27,"舞蹈老师想知道实习生怀疑歌手赞美了谁。",230012,50,"怀疑","arg",NA,1
"6719",4872,"Experiment Group",NA,25,"","","long",0.71,"美容师想知道房东说营养师为什么吓唬了快餐店员。",125142,51,"说","adj",NA,14
"6722",4872,"Experiment Group",NA,26,"","","long",0.76,"制片人想知道健身教练接受化妆师监视了谁。",226062,54,"接受","arg",NA,6
"6723",4872,"Experiment Group",NA,6,"","","short",0.85,"检察官想知道教练员为什么认同音乐家开除了保镖。",106111,55,"认同","adj",NA,11
"6726",4872,"Experiment Group",NA,2,"","","short",0.85,"法官想知道谁透露警察审问了学生。",202081,58,"透露","arg",NA,8
"6727",4872,"Experiment Group",NA,29,"","","short",0.87,"编辑想知道法务顾问为什么保证杂技演员抚养了小女孩。",129071,59,"保证","adj",NA,7
"6729",4872,"Experiment Group",NA,5,"","","short",0.74,"市长想知道谁猜艺术家联系了毒枭。",205131,61,"猜","arg",NA,13
"6730",4872,"Experiment Group",NA,13,"","","long",0.75,"服务员想知道售票员透露演说家欺骗了谁。",213082,62,"透露","arg",NA,8
"6732",4872,"Experiment Group",NA,31,"","","long",0.16,"心理学家想知道大学生证实保姆为什么讨好了理发师。",131092,64,"证实","adj",NA,9
"6736",4796,"Experiment Group",NA,29,"","","long",0.25,"编辑想知道法务顾问认同杂技演员为什么抚养了小女孩。",129112,2,"认同","adj",NA,11
"6737",4796,"Experiment Group",NA,7,"","","long",0.38,"村长想知道农民说电工无视了谁。",207142,3,"说","arg",NA,14
"6739",4796,"Experiment Group",NA,2,"","","short",0.11,"法官想知道谁抱怨警察审问了学生。",202041,5,"抱怨","arg",NA,4
"6742",4796,"Experiment Group",NA,14,"","","short",0.08,"英语老师想知道工程师为什么保证中学生举报了店员。",114071,8,"保证","adj",NA,7
"6743",4796,"Experiment Group",NA,24,"","","long",0.06,"仓库管理员想知道采购员抱怨保险代理人挖苦了谁。",224042,9,"抱怨","arg",NA,4
"6745",4796,"Experiment Group",NA,18,"","","short",0.7,"船长想知道建筑师为什么坚称飞行员责备了经济学家。",118021,11,"坚称","adj",NA,2
"6746",4796,"Experiment Group",NA,15,"","","long",0.51,"主持人想知道学者证实政府官员批评了谁。",215092,12,"证实","arg",NA,9
"6748",4796,"Experiment Group",NA,13,"","","short",0.59,"服务员想知道谁保证演说家欺骗了建筑工人。",213071,14,"保证","arg",NA,7
"6751",4796,"Experiment Group",NA,22,"","","long",0.03,"顾问想知道外交官保证生物学家嘲讽了谁。",222072,17,"保证","arg",NA,7
"6756",4796,"Experiment Group",NA,16,"","","short",0.1,"大学生想知道记者为什么证实音乐老师夸赞了歌手。",116091,22,"证实","adj",NA,9
"6757",4796,"Experiment Group",NA,6,"","","long",0.38,"检察官想知道教练员证实音乐家为什么开除了保镖。",106092,23,"证实","adj",NA,9
"6761",4796,"Experiment Group",NA,26,"","","short",0.3,"制片人想知道谁认同化妆师监视了调酒师。",226111,27,"认同","arg",NA,11
"6763",4796,"Experiment Group",NA,31,"","","short",0.77,"心理学家想知道大学生为什么认同保姆讨好了理发师。",131111,29,"认同","adj",NA,11
"6764",4796,"Experiment Group",NA,11,"","","long",0.21,"政客想知道医生抱怨护士为什么推倒了男孩。",111042,30,"抱怨","adj",NA,4
"6766",4796,"Experiment Group",NA,23,"","","long",0.61,"园丁想知道水管工坚称焊工为什么训斥了清洁工。",123022,32,"坚称","adj",NA,2
"6767",4796,"Experiment Group",NA,32,"","","short",0.82,"助手想知道军官为什么抱怨老师出卖了水手。",132041,33,"抱怨","adj",NA,4
"6769",4796,"Experiment Group",NA,8,"","","long",0.27,"侦探想知道售货员认为飞行员羞辱了谁。",208122,35,"认为","arg",NA,12
"6772",4796,"Experiment Group",NA,10,"","","long",0.4,"导游想知道外国人保证保安为什么袭击了商贩。",110072,38,"保证","adj",NA,7
"6774",4796,"Experiment Group",NA,30,"","","short",0.69,"舞蹈老师想知道实习生为什么认为歌手赞美了剧作家。",130121,40,"认为","adj",NA,12
"6777",4796,"Experiment Group",NA,19,"","","long",0.11,"经理想知道道士怀疑和尚为什么夸奖了乞丐。",119012,43,"怀疑","adj",NA,1
"6778",4796,"Experiment Group",NA,12,"","","short",0.87,"包工头想知道谁认为播音员打伤了算命先生。",212121,44,"认为","arg",NA,12
"6780",4796,"Experiment Group",NA,27,"","","short",0.74,"法医想知道谁怀疑罪犯谋害了程序员。",227011,46,"怀疑","arg",NA,1
"6781",4796,"Experiment Group",NA,21,"","","long",0.52,"省长想知道药剂师怀疑小报记者采访了谁。",221012,47,"怀疑","arg",NA,1
"6783",4796,"Experiment Group",NA,20,"","","short",0.53,"售货员想知道谁证实摄影师指责了心理医生。",220091,49,"证实","arg",NA,9
"6786",4796,"Experiment Group",NA,9,"","","long",0.05,"将军想知道间谍说士兵为什么跟踪了总统。",109142,52,"说","adj",NA,14
"6788",4796,"Experiment Group",NA,3,"","","long",0.5,"经理想知道厨师坚称服务员接待了谁。",203022,54,"坚称","arg",NA,2
"6789",4796,"Experiment Group",NA,25,"","","short",0.68,"美容师想知道谁说营养师吓唬了快餐店员。",225141,55,"说","arg",NA,14
"6791",4796,"Experiment Group",NA,17,"","","long",0.94,"会计想知道演员认同编辑邀请了谁。",217112,57,"认同","arg",NA,11
"6793",4796,"Experiment Group",NA,4,"","","short",0.68,"教授想知道谁坚称秘书批评了运动员。",204021,59,"坚称","arg",NA,2
"6794",4796,"Experiment Group",NA,5,"","","short",0.96,"市长想知道议员为什么怀疑艺术家联系了毒枭。",105011,60,"怀疑","adj",NA,1
"6796",4796,"Experiment Group",NA,28,"","","short",1,"丞相想知道皇上为什么说将军威胁了大臣。",128141,62,"说","adj",NA,14
"6797",4796,"Experiment Group",NA,1,"","","long",0.13,"老师想知道学生认为修理工为什么打了快递员。",101122,63,"认为","adj",NA,12
"6801",4817,"Experiment Group",NA,5,"","","short",0.81,"市长想知道谁认同艺术家联系了毒枭。",205111,1,"认同","arg",NA,11
"6803",4817,"Experiment Group",NA,21,"","","long",0.94,"省长想知道药剂师说小报记者为什么采访了税务员。",121142,3,"说","adj",NA,14
"6804",4817,"Experiment Group",NA,13,"","","long",0.82,"服务员想知道售票员透露演说家欺骗了谁。",213082,4,"透露","arg",NA,8
"6807",4817,"Experiment Group",NA,30,"","","long",0.24,"舞蹈老师想知道实习生认同歌手赞美了谁。",230112,7,"认同","arg",NA,11
"6809",4817,"Experiment Group",NA,4,"","","long",0.55,"教授想知道工程师否认秘书为什么批评了运动员。",104032,9,"否认","adj",NA,3
"6811",4817,"Experiment Group",NA,10,"","","long",0.9,"导游想知道外国人证实保安为什么袭击了商贩。",110092,11,"证实","adj",NA,9
"6812",4817,"Experiment Group",NA,23,"","","short",1,"园丁想知道谁透露焊工训斥了清洁工。",223081,12,"透露","arg",NA,8
"6814",4817,"Experiment Group",NA,15,"","","long",0.83,"主持人想知道学者怀疑政府官员为什么批评了总统候选人。",115012,14,"怀疑","adj",NA,1
"6816",4817,"Experiment Group",NA,20,"","","long",0.73,"售货员想知道作曲家说摄影师指责了谁。",220142,16,"说","arg",NA,14
"6818",4817,"Experiment Group",NA,29,"","","short",0.68,"编辑想知道谁坚称杂技演员抚养了小女孩。",229021,18,"坚称","arg",NA,2
"6819",4817,"Experiment Group",NA,26,"","","short",0.93,"制片人想知道健身教练为什么证实化妆师监视了调酒师。",126091,19,"证实","adj",NA,9
"6824",4817,"Experiment Group",NA,27,"","","short",0.99,"法医想知道业务员为什么认同罪犯谋害了程序员。",127111,24,"认同","adj",NA,11
"6826",4817,"Experiment Group",NA,18,"","","long",0.84,"船长想知道建筑师猜飞行员责备了谁。",218132,26,"猜","arg",NA,13
"6828",4817,"Experiment Group",NA,19,"","","long",0.5,"经理想知道道士认同和尚为什么夸奖了乞丐。",119112,28,"认同","adj",NA,11
"6830",4817,"Experiment Group",NA,9,"","","short",0.96,"将军想知道间谍为什么说士兵跟踪了总统。",109141,30,"说","adj",NA,14
"6832",4817,"Experiment Group",NA,2,"","","long",0.82,"法官想知道律师坚称警察审问了谁。",202022,32,"坚称","arg",NA,2
"6835",4817,"Experiment Group",NA,32,"","","short",0.98,"助手想知道军官为什么透露老师出卖了水手。",132081,35,"透露","adj",NA,8
"6836",4817,"Experiment Group",NA,6,"","","long",0.95,"检察官想知道教练员否认音乐家开除了谁。",206032,36,"否认","arg",NA,3
"6838",4817,"Experiment Group",NA,3,"","","short",0.99,"经理想知道谁证实服务员接待了乞丐。",203091,38,"证实","arg",NA,9
"6840",4817,"Experiment Group",NA,24,"","","short",0.99,"仓库管理员想知道采购员为什么猜保险代理人挖苦了模特。",124131,40,"猜","adj",NA,13
"6842",4817,"Experiment Group",NA,16,"","","short",0.63,"大学生想知道谁怀疑音乐老师夸赞了歌手。",216011,42,"怀疑","arg",NA,1
"6847",4817,"Experiment Group",NA,7,"","","short",0.98,"村长想知道农民为什么否认电工无视了领导。",107031,47,"否认","adj",NA,3
"6849",4817,"Experiment Group",NA,25,"","","long",0.96,"美容师想知道房东怀疑营养师吓唬了谁。",225012,49,"怀疑","arg",NA,1
"6850",4817,"Experiment Group",NA,17,"","","short",0.95,"会计想知道谁否认编辑邀请了神父。",217031,50,"否认","arg",NA,3
"6852",4817,"Experiment Group",NA,22,"","","short",0.97,"顾问想知道谁猜生物学家嘲讽了哲学家。",222131,52,"猜","arg",NA,13
"6853",4817,"Experiment Group",NA,1,"","","short",0.98,"老师想知道学生为什么怀疑修理工打了快递员。",101011,53,"怀疑","adj",NA,1
"6855",4817,"Experiment Group",NA,28,"","","long",0.91,"丞相想知道皇上透露将军为什么威胁了大臣。",128082,55,"透露","adj",NA,8
"6856",4817,"Experiment Group",NA,12,"","","long",0.93,"包工头想知道和尚猜播音员为什么打伤了算命先生。",112132,56,"猜","adj",NA,13
"6859",4817,"Experiment Group",NA,31,"","","short",0.96,"心理学家想知道大学生为什么坚称保姆讨好了理发师。",131021,59,"坚称","adj",NA,2
"6860",4817,"Experiment Group",NA,8,"","","long",0.9,"侦探想知道售货员证实飞行员羞辱了谁。",208092,60,"证实","arg",NA,9
"6862",4817,"Experiment Group",NA,11,"","","short",0.97,"政客想知道谁说护士推倒了男孩。",211141,62,"说","arg",NA,14
"6863",4817,"Experiment Group",NA,14,"","","long",0.12,"英语老师想知道工程师坚称中学生为什么举报了店员。",114022,63,"坚称","adj",NA,2
"6867",4753,"Experiment Group",NA,5,"","","long",0.68,"市长想知道议员否认艺术家联系了谁。",205032,1,"否认","arg",NA,3
"6868",4753,"Experiment Group",NA,21,"","","short",0.5,"省长想知道谁否认小报记者采访了税务员。",221031,2,"否认","arg",NA,3
"6870",4753,"Experiment Group",NA,22,"","","long",0.36,"顾问想知道外交官认同生物学家嘲讽了谁。",222112,4,"认同","arg",NA,11
"6872",4753,"Experiment Group",NA,18,"","","long",0.69,"船长想知道建筑师说飞行员责备了谁。",218142,6,"说","arg",NA,14
"6874",4753,"Experiment Group",NA,15,"","","short",0.72,"主持人想知道学者为什么坚称政府官员批评了总统候选人。",115021,8,"坚称","adj",NA,2
"6876",4753,"Experiment Group",NA,24,"","","short",0.86,"仓库管理员想知道采购员为什么重申保险代理人挖苦了模特。",124101,10,"重申","adj",NA,10
"6877",4753,"Experiment Group",NA,16,"","","short",0.87,"大学生想知道谁透露音乐老师夸赞了歌手。",216081,11,"透露","arg",NA,8
"6879",4753,"Experiment Group",NA,27,"","","long",0.48,"法医想知道业务员重申罪犯谋害了谁。",227102,13,"重申","arg",NA,10
"6882",4753,"Experiment Group",NA,12,"","","long",0,"包工头想知道和尚认同播音员为什么打伤了算命先生。",112112,16,"认同","adj",NA,11
"6883",4753,"Experiment Group",NA,8,"","","long",0.81,"侦探想知道售货员透露飞行员羞辱了谁。",208082,17,"透露","arg",NA,8
"6885",4753,"Experiment Group",NA,29,"","","long",0.74,"编辑想知道法务顾问说杂技演员为什么抚养了小女孩。",129142,19,"说","adj",NA,14
"6888",4753,"Experiment Group",NA,10,"","","short",0.66,"导游想知道谁猜保安袭击了商贩。",210131,22,"猜","arg",NA,13
"6891",4753,"Experiment Group",NA,14,"","","long",0.5,"英语老师想知道工程师猜中学生为什么举报了店员。",114132,25,"猜","adj",NA,13
"6893",4753,"Experiment Group",NA,1,"","","short",0.29,"老师想知道谁认同修理工打了快递员。",201111,27,"认同","arg",NA,11
"6895",4753,"Experiment Group",NA,6,"","","short",0.59,"检察官想知道教练员为什么否认音乐家开除了保镖。",106031,29,"否认","adj",NA,3
"6896",4753,"Experiment Group",NA,25,"","","short",0.7,"美容师想知道房东为什么说营养师吓唬了快餐店员。",125141,30,"说","adj",NA,14
"6899",4753,"Experiment Group",NA,11,"","","short",0.81,"政客想知道医生为什么抱怨护士推倒了男孩。",111041,33,"抱怨","adj",NA,4
"6901",4753,"Experiment Group",NA,4,"","","short",0.49,"教授想知道工程师为什么认同秘书批评了运动员。",104111,35,"认同","adj",NA,11
"6902",4753,"Experiment Group",NA,26,"","","long",0.75,"制片人想知道健身教练坚称化妆师为什么监视了调酒师。",126022,36,"坚称","adj",NA,2
"6904",4753,"Experiment Group",NA,32,"","","short",0.9,"助手想知道谁重申老师出卖了水手。",232101,38,"重申","arg",NA,10
"6905",4753,"Experiment Group",NA,3,"","","short",0.84,"经理想知道厨师为什么透露服务员接待了乞丐。",103081,39,"透露","adj",NA,8
"6907",4753,"Experiment Group",NA,30,"","","short",0.52,"舞蹈老师想知道谁坚称歌手赞美了剧作家。",230021,41,"坚称","arg",NA,2
"6908",4753,"Experiment Group",NA,31,"","","short",0.91,"心理学家想知道谁抱怨保姆讨好了理发师。",231041,42,"抱怨","arg",NA,4
"6911",4753,"Experiment Group",NA,2,"","","long",0.48,"法官想知道律师抱怨警察为什么审问了学生。",102042,45,"抱怨","adj",NA,4
"6912",4753,"Experiment Group",NA,9,"","","short",0.98,"将军想知道谁说士兵跟踪了总统。",209141,46,"说","arg",NA,14
"6915",4753,"Experiment Group",NA,19,"","","long",0.24,"经理想知道道士抱怨和尚夸奖了谁。",219042,49,"抱怨","arg",NA,4
"6917",4753,"Experiment Group",NA,23,"","","long",0.02,"园丁想知道水管工否认焊工为什么训斥了清洁工。",123032,51,"否认","adj",NA,3
"6919",4753,"Experiment Group",NA,17,"","","long",0.03,"会计想知道演员重申编辑为什么邀请了神父。",117102,53,"重申","adj",NA,10
"6922",4753,"Experiment Group",NA,13,"","","long",0.77,"服务员想知道售票员透露演说家为什么欺骗了建筑工人。",113082,56,"透露","adj",NA,8
"6923",4753,"Experiment Group",NA,28,"","","short",0.69,"丞相想知道皇上为什么猜将军威胁了大臣。",128131,57,"猜","adj",NA,13
"6925",4753,"Experiment Group",NA,7,"","","long",0.99,"村长想知道农民坚称电工无视了谁。",207022,59,"坚称","arg",NA,2
"6929",4753,"Experiment Group",NA,20,"","","long",0.71,"售货员想知道作曲家猜摄影师指责了谁。",220132,63,"猜","arg",NA,13
"6933",4742,"Experiment Group",NA,9,"","","long",0.53,"将军想知道间谍坚称士兵跟踪了谁。",209022,1,"坚称","arg",NA,2
"6935",4742,"Experiment Group",NA,32,"","","long",0.33,"助手想知道军官保证老师为什么出卖了水手。",132072,3,"保证","adj",NA,7
"6936",4742,"Experiment Group",NA,5,"","","short",0.39,"市长想知道议员为什么坚称艺术家联系了毒枭。",105021,4,"坚称","adj",NA,2
"6939",4742,"Experiment Group",NA,31,"","","long",0.11,"心理学家想知道大学生否认保姆讨好了谁。",231032,7,"否认","arg",NA,3
"6940",4742,"Experiment Group",NA,6,"","","short",0.49,"检察官想知道教练员为什么保证音乐家开除了保镖。",106071,8,"保证","adj",NA,7
"6942",4742,"Experiment Group",NA,21,"","","long",0.28,"省长想知道药剂师否认小报记者为什么采访了税务员。",121032,10,"否认","adj",NA,3
"6944",4742,"Experiment Group",NA,12,"","","long",0.64,"包工头想知道和尚说播音员打伤了谁。",212142,12,"说","arg",NA,14
"6947",4742,"Experiment Group",NA,10,"","","long",0.55,"导游想知道外国人认为保安为什么袭击了商贩。",110122,15,"认为","adj",NA,12
"6948",4742,"Experiment Group",NA,13,"","","long",0.35,"服务员想知道售票员重申演说家为什么欺骗了建筑工人。",113102,16,"重申","adj",NA,10
"6950",4742,"Experiment Group",NA,17,"","","long",0.66,"会计想知道演员证实编辑为什么邀请了神父。",117092,18,"证实","adj",NA,9
"6952",4742,"Experiment Group",NA,19,"","","long",0.21,"经理想知道道士接受和尚夸奖了谁。",219062,20,"接受","arg",NA,6
"6954",4742,"Experiment Group",NA,4,"","","short",0.63,"教授想知道谁说秘书批评了运动员。",204141,22,"说","arg",NA,14
"6956",4742,"Experiment Group",NA,30,"","","short",0.58,"舞蹈老师想知道谁认为歌手赞美了剧作家。",230121,24,"认为","arg",NA,12
"6958",4742,"Experiment Group",NA,23,"","","long",0.55,"园丁想知道水管工坚称焊工为什么训斥了清洁工。",123022,26,"坚称","adj",NA,2
"6959",4742,"Experiment Group",NA,14,"","","short",0.36,"英语老师想知道谁否认中学生举报了店员。",214031,27,"否认","arg",NA,3
"6961",4742,"Experiment Group",NA,29,"","","long",0.7,"编辑想知道法务顾问接受杂技演员为什么抚养了小女孩。",129062,29,"接受","adj",NA,6
"6962",4742,"Experiment Group",NA,22,"","","long",0.33,"顾问想知道外交官说生物学家为什么嘲讽了哲学家。",122142,30,"说","adj",NA,14
"6964",4742,"Experiment Group",NA,2,"","","short",0.72,"法官想知道谁证实警察审问了学生。",202091,32,"证实","arg",NA,9
"6965",4742,"Experiment Group",NA,28,"","","short",0.26,"丞相想知道谁接受将军威胁了大臣。",228061,33,"接受","arg",NA,6
"6967",4742,"Experiment Group",NA,11,"","","short",0.34,"政客想知道谁重申护士推倒了男孩。",211101,35,"重申","arg",NA,10
"6970",4742,"Experiment Group",NA,27,"","","short",0.06,"法医想知道业务员为什么否认罪犯谋害了程序员。",127031,38,"否认","adj",NA,3
"6972",4742,"Experiment Group",NA,20,"","","short",0.33,"售货员想知道作曲家为什么重申摄影师指责了心理医生。",120101,40,"重申","adj",NA,10
"6973",4742,"Experiment Group",NA,8,"","","long",0.31,"侦探想知道售货员重申飞行员羞辱了谁。",208102,41,"重申","arg",NA,10
"6975",4742,"Experiment Group",NA,18,"","","long",0.58,"船长想知道建筑师证实飞行员责备了谁。",218092,43,"证实","arg",NA,9
"6981",4742,"Experiment Group",NA,24,"","","short",0.64,"仓库管理员想知道谁保证保险代理人挖苦了模特。",224071,49,"保证","arg",NA,7
"6983",4742,"Experiment Group",NA,25,"","","short",0.75,"美容师想知道谁坚称营养师吓唬了快餐店员。",225021,51,"坚称","arg",NA,2
"6984",4742,"Experiment Group",NA,26,"","","long",0.51,"制片人想知道健身教练保证化妆师监视了谁。",226072,52,"保证","arg",NA,7
"6987",4742,"Experiment Group",NA,15,"","","short",0.6,"主持人想知道学者为什么证实政府官员批评了总统候选人。",115091,55,"证实","adj",NA,9
"6989",4742,"Experiment Group",NA,7,"","","short",0.55,"村长想知道农民为什么接受电工无视了领导。",107061,57,"接受","adj",NA,6
"6991",4742,"Experiment Group",NA,3,"","","long",0.34,"经理想知道厨师认为服务员接待了谁。",203122,59,"认为","arg",NA,12
"6994",4742,"Experiment Group",NA,16,"","","short",1,"大学生想知道记者为什么说音乐老师夸赞了歌手。",116141,62,"说","adj",NA,14
"6995",4742,"Experiment Group",NA,1,"","","short",0.14,"老师想知道学生为什么认为修理工打了快递员。",101121,63,"认为","adj",NA,12
"7000",4823,"Experiment Group",NA,30,"","","long",0.82,"舞蹈老师想知道实习生认为歌手赞美了谁。",230122,2,"认为","arg",NA,12
"7002",4823,"Experiment Group",NA,26,"","","short",0.44,"制片人想知道健身教练为什么重申化妆师监视了调酒师。",126101,4,"重申","adj",NA,10
"7003",4823,"Experiment Group",NA,17,"","","short",0.69,"会计想知道谁认为编辑邀请了神父。",217121,5,"认为","arg",NA,12
"7006",4823,"Experiment Group",NA,24,"","","short",0.53,"仓库管理员想知道采购员为什么承认保险代理人挖苦了模特。",124051,8,"承认","adj",NA,5
"7007",4823,"Experiment Group",NA,29,"","","long",0.61,"编辑想知道法务顾问承认杂技演员抚养了谁。",229052,9,"承认","arg",NA,5
"7009",4823,"Experiment Group",NA,28,"","","short",0.65,"丞相想知道皇上为什么认为将军威胁了大臣。",128121,11,"认为","adj",NA,12
"7010",4823,"Experiment Group",NA,27,"","","long",0.47,"法医想知道业务员抱怨罪犯谋害了谁。",227042,12,"抱怨","arg",NA,4
"7013",4823,"Experiment Group",NA,21,"","","long",0.25,"省长想知道药剂师接受小报记者采访了谁。",221062,15,"接受","arg",NA,6
"7014",4823,"Experiment Group",NA,2,"","","long",0.3,"法官想知道律师重申警察审问了谁。",202102,16,"重申","arg",NA,10
"7017",4823,"Experiment Group",NA,11,"","","short",0.58,"政客想知道谁坚称护士推倒了男孩。",211021,19,"坚称","arg",NA,2
