workerid,proliferate.condition,first_response_value,item,item_number,item_type,length,response,sentence,verb_id,sentence_id,trial_sequence_total,verb,wh_type,wrong_attempts,error
4583,Experiment Group,,25,,,long,0.65,美容师想知道房东喜欢营养师吓唬了谁。,07,225072,31,喜欢,arg,,
4583,Experiment Group,,,,,,0.36,基金管理员期待顾客可以成功历史学家。,01,900013,32,,,,
4583,Experiment Group,,,,,,0.62,村长不想见买了卡车的村民。,02,900022,33,,,,
4583,Experiment Group,,28,,,long,0.49,丞相想知道皇上想将军威胁了谁。,05,228052,34,想,arg,,
4583,Experiment Group,,,,,,0.77,队员们自己的优势向隐瞒对手。,01,900012,35,,,,
4583,Experiment Group,,6,,,short,0.3,检察官想知道谁想音乐家开除了保镖。,05,206051,36,想,arg,,
4583,Experiment Group,,17,,,long,0.43,会计想知道演员假装编辑邀请了谁。,10,217102,37,假装,arg,,
4583,Experiment Group,,,,,,0.64,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,00,900006,38,,,,
4583,Experiment Group,,,,,,0.57,部长没见过吃了包子的大学生。,02,900021,39,,,,
4583,Experiment Group,,32,,,long,0.95,助手想知道军官喜欢老师为什么出卖了水手。,07,132072,40,喜欢,adj,,
4583,Experiment Group,,10,,,short,0.32,导游想知道外国人为什么假装保安袭击了商贩。,10,110101,41,假装,adj,,
4583,Experiment Group,,,,,,0.5,农业专家相信天文学家可以退休物理学家。,01,900016,42,,,,
4583,Experiment Group,,7,,,short,0.78,村长想知道谁喜欢电工无视了领导。,07,207071,43,喜欢,arg,,
4583,Experiment Group,,,,,,0.44,校长遇到了扛着箱子的维修员。,01,900018,44,,,,
4583,Experiment Group,,21,,,long,0.55,省长想知道药剂师假装小报记者为什么采访了税务员。,10,121102,45,假装,adj,,
4583,Experiment Group,,,,,,0.65,教授认识修了桌子的工人。,02,900020,46,,,,
4583,Experiment Group,,28,,,long,0.6,法医想知道业务员写下来罪犯为什么谋害了程序员。,14,127142,47,写,adj,,
4583,Experiment Group,,,,,,0.4,交警在马路边提醒行人要注意安全。,02,900029,48,,,,
4583,Experiment Group,,16,,,long,0.56,大学生想知道记者希望音乐老师为什么夸赞了歌手。,03,116032,49,希望,adj,,
4583,Experiment Group,,,,,,0.58,顾问没注意到端着盘子的阿姨。,02,900023,50,,,,
4583,Experiment Group,,22,,,long,0.53,顾问想知道外交官说生物学家嘲讽了谁。,01,222012,51,说,arg,,
4583,Experiment Group,,11,,,short,0.61,政客想知道谁认为护士推倒了男孩。,13,211131,52,认为,arg,,
4583,Experiment Group,,,,,,0.47,广告商邀请客户参加在西餐厅举办的宴会。,02,900028,53,,,,
4583,Experiment Group,,4,,,short,0.44,教授想知道谁记得秘书批评了运动员。,08,204081,54,记得,arg,,
4583,Experiment Group,,24,,,long,0.58,仓库管理员想知道采购员写下来保险代理人挖苦了谁。,14,224142,55,写,arg,,
4583,Experiment Group,,,,,,0.58,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,00,900008,56,,,,
4583,Experiment Group,,12,,,short,0.75,包工头想知道和尚为什么认为播音员打伤了算命先生。,13,112131,57,认为,adj,,
4583,Experiment Group,,,,,,0.51,助理自己的缺点向指出经理。,01,900011,58,,,,
4583,Experiment Group,,31,,,short,0.64,心理学家想知道大学生为什么说保姆讨好了理发师。,01,131011,59,说,adj,,
4583,Experiment Group,,,,,,0.44,部门经理的好朋友向父母倾诉了自己的烦恼。,02,900025,60,,,,
4583,Experiment Group,,30,,,short,0.67,舞蹈老师想知道实习生为什么想歌手赞美了剧作家。,05,130051,61,想,adj,,
4583,Experiment Group,,,,,,0.59,学生自己的问题向提出老师。,01,900010,62,,,,
4583,Experiment Group,,23,,,long,0.82,园丁想知道水管工希望焊工训斥了谁。,03,223032,63,希望,arg,,
4583,Experiment Group,,,,,,0.56,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,00,900007,64,,,,
4637,Experiment Group,,,practice_good,practice_good,,0.92,,,,0,,,0,
4637,Experiment Group,,,practice_bad,practice_bad,,0.18,,,,0,,,0,
4637,Experiment Group,,5,,,short,0.82,市长想知道谁假装艺术家联系了毒枭。,10,205101,1,假装,arg,,
4637,Experiment Group,,,,,,0.13,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,00,900001,2,,,,
4637,Experiment Group,,14,,,long,0.1,英语老师想知道工程师记得中学生举报了谁。,08,214082,3,记得,arg,,
4637,Experiment Group,,,,,,0.16,国家领导人批准干部可以离职翻译官。,01,900014,4,,,,
4637,Experiment Group,,,,,,0.22,农业专家相信天文学家可以退休物理学家。,01,900016,5,,,,
4637,Experiment Group,,,,,,0.17,助理自己的缺点向指出经理。,01,900011,6,,,,
4637,Experiment Group,,15,,,long,0.59,主持人想知道学者假装政府官员批评了谁。,10,215102,7,假装,arg,,
4637,Experiment Group,,12,,,long,0.88,包工头想知道和尚觉得播音员为什么打伤了算命先生。,02,112022,8,觉得,adj,,
4637,Experiment Group,,,,,,0.9,数学老师指导中学生们如何解决问题。,03,900031,9,,,,
4637,Experiment Group,,22,,,long,0.12,顾问想知道外交官怕生物学家为什么嘲讽了哲学家。,06,122062,10,怕,adj,,
4637,Experiment Group,,21,,,long,0.57,省长想知道药剂师觉得小报记者采访了谁。,02,221022,11,觉得,arg,,
4637,Experiment Group,,,,,,0.78,部门经理的好朋友向父母倾诉了自己的烦恼。,02,900025,12,,,,
4637,Experiment Group,,18,,,short,0.25,船长想知道谁怕飞行员责备了经济学家。,06,218061,13,怕,arg,,
4637,Experiment Group,,,,,,0.85,外科医生鼓励病人多锻炼身体。,02,900027,14,,,,
4637,Experiment Group,,3,,,short,0.16,经理想知道谁喜欢服务员接待了乞丐。,07,203071,15,喜欢,arg,,
4637,Experiment Group,,,,,,0.24,广告商邀请客户参加在西餐厅举办的宴会。,02,900028,16,,,,
4637,Experiment Group,,6,,,long,0.6,检察官想知道教练员说音乐家开除了谁。,01,206012,17,说,arg,,
4637,Experiment Group,,,,,,0.72,村长不想见买了卡车的村民。,02,900022,18,,,,
4637,Experiment Group,,17,,,long,0.81,会计想知道演员猜编辑邀请了谁。,09,217092,19,猜,arg,,
4637,Experiment Group,,,,,,0.77,部长没见过吃了包子的大学生。,02,900021,20,,,,
4637,Experiment Group,,,,,,0.75,保姆想知道老爷爷午饭到底吃了些什么。,03,900032,21,,,,
4637,Experiment Group,,16,,,long,0.15,大学生想知道记者假装音乐老师为什么夸赞了歌手。,10,116102,22,假装,adj,,
4637,Experiment Group,,25,,,short,0.15,美容师想知道谁记得营养师吓唬了快餐店员。,08,225081,23,记得,arg,,
4637,Experiment Group,,,,,,0.22,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,00,900002,24,,,,
4637,Experiment Group,,32,,,long,0.97,助手想知道军官想老师出卖了谁。,05,232052,25,想,arg,,
4637,Experiment Group,,,,,,0.81,冯阿姨瞧见了背着书包的中学生。,01,900017,26,,,,
4637,Experiment Group,,10,,,short,0.16,导游想知道谁想保安袭击了商贩。,05,210051,27,想,arg,,
4637,Experiment Group,,,,,,0.17,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,00,900004,28,,,,
4637,Experiment Group,,,,,,0.05,学生自己的问题向提出老师。,01,900010,29,,,,
4637,Experiment Group,,,,,,0.05,文艺评论家怀疑编辑可以偷懒教授。,01,900015,30,,,,
4637,Experiment Group,,13,,,long,0.19,服务员想知道售票员喜欢演说家为什么欺骗了建筑工人。,07,113072,31,喜欢,adj,,
4637,Experiment Group,,26,,,long,0.14,制片人想知道健身教练怕化妆师监视了谁。,06,226062,32,怕,arg,,
4637,Experiment Group,,,,,,0.07,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,00,900007,33,,,,
4637,Experiment Group,,23,,,short,0.18,园丁想知道水管工为什么喜欢焊工训斥了清洁工。,07,123071,34,喜欢,adj,,
4637,Experiment Group,,20,,,long,0.18,售货员想知道作曲家喜欢摄影师指责了谁。,07,220072,35,喜欢,arg,,
4637,Experiment Group,,,,,,0.2,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,00,900008,36,,,,
4637,Experiment Group,,8,,,short,0.83,侦探想知道售货员为什么觉得飞行员羞辱了卡车司机。,02,108021,37,觉得,adj,,
4637,Experiment Group,,,,,,0.8,教导主任鼓励学生们追求自己的梦想。,03,900030,38,,,,
4637,Experiment Group,,,,,,0.87,交警在马路边提醒行人要注意安全。,02,900029,39,,,,
4637,Experiment Group,,11,,,long,0.12,政客想知道医生记得护士为什么推倒了男孩。,08,111082,40,记得,adj,,
4637,Experiment Group,,30,,,short,0.2,舞蹈老师想知道谁猜歌手赞美了剧作家。,09,230091,41,猜,arg,,
4637,Experiment Group,,,,,,0.98,校长遇到了扛着箱子的维修员。,01,900018,42,,,,
4637,Experiment Group,,28,,,long,0.14,丞相想知道皇上想将军为什么威胁了大臣。,05,128052,43,想,adj,,
4637,Experiment Group,,,,,,0.13,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,00,900006,44,,,,
4637,Experiment Group,,,,,,0.12,顾问没注意到端着盘子的阿姨。,02,900023,45,,,,
4637,Experiment Group,,9,,,long,0.17,将军想知道间谍说士兵为什么跟踪了总统。,01,109012,46,说,adj,,
4637,Experiment Group,,7,,,long,0.13,村长想知道农民猜电工为什么无视了领导。,09,107092,47,猜,adj,,
4637,Experiment Group,,,,,,0.23,装修师傅不想见到吃了汉堡的小女孩。,02,900024,48,,,,
4637,Experiment Group,,,,,,0.18,领导自己的烦恼向倾诉朋友。,00,900009,49,,,,
4637,Experiment Group,,,,,,0.19,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,00,900003,50,,,,
4637,Experiment Group,,29,,,short,0.16,编辑想知道谁说杂技演员抚养了小女孩。,01,229011,51,说,arg,,
4637,Experiment Group,,,,,,0.23,运动员的姐姐向老师请教了一个问题。,02,900026,52,,,,
4637,Experiment Group,,1,,,short,0.82,老师想知道学生为什么记得修理工打了快递员。,08,101081,53,记得,adj,,
4637,Experiment Group,,19,,,short,0.86,经理想知道道士为什么想和尚夸奖了乞丐。,05,119051,54,想,adj,,
4637,Experiment Group,,,,,,0.8,魏老师看到了看了报告的研究生。,01,900019,55,,,,
4637,Experiment Group,,27,,,short,0.16,法医想知道谁觉得罪犯谋害了程序员。,02,227021,56,觉得,arg,,
4637,Experiment Group,,,,,,0.79,教授认识修了桌子的工人。,02,900020,57,,,,
4637,Experiment Group,,2,,,short,0.25,法官想知道律师为什么猜警察审问了学生。,09,102091,58,猜,adj,,
4637,Experiment Group,,,,,,0.79,队员们自己的优势向隐瞒对手。,01,900012,59,,,,
4637,Experiment Group,,31,,,short,0.78,心理学家想知道大学生为什么怕保姆讨好了理发师。,06,131061,60,怕,adj,,
4637,Experiment Group,,,,,,0.85,基金管理员期待顾客可以成功历史学家。,01,900013,61,,,,
4637,Experiment Group,,4,,,short,0.8,教授想知道工程师为什么说秘书批评了运动员。,01,104011,62,说,adj,,
4637,Experiment Group,,,,,,0.82,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,00,900005,63,,,,
4637,Experiment Group,,24,,,short,0.16,仓库管理员想知道采购员为什么假装保险代理人挖苦了模特。,10,124101,64,假装,adj,,
4454,Experiment Group,,,practice_good,practice_good,,0.97,,,,0,,,0,
4454,Experiment Group,,,practice_bad,practice_bad,,0.17,,,,0,,,0,
4454,Experiment Group,,6,,,long,0.84,检察官想知道教练员记得音乐家为什么开除了保镖。,08,106082,1,记得,adj,,
4454,Experiment Group,,,,,,0.49,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,00,900007,2,,,,
4454,Experiment Group,,7,,,long,0.13,村长想知道农民害怕电工为什么无视了领导。,11,107112,3,害怕,adj,,
4454,Experiment Group,,24,,,short,0.18,仓库管理员想知道采购员为什么记得保险代理人挖苦了模特。,08,124081,4,记得,adj,,
4454,Experiment Group,,,,,,0.47,农业专家相信天文学家可以退休物理学家。,01,900016,5,,,,
4454,Experiment Group,,8,,,long,0.76,侦探想知道售货员感觉飞行员羞辱了谁。,12,208122,6,感觉,arg,,
4454,Experiment Group,,31,,,short,0.83,心理学家想知道谁感觉保姆讨好了理发师。,12,231121,7,感觉,arg,,
4454,Experiment Group,,,,,,0.86,冯阿姨瞧见了背着书包的中学生。,01,900017,8,,,,
4454,Experiment Group,,,,,,0.28,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,00,900006,9,,,,
4454,Experiment Group,,13,,,short,0.38,服务员想知道谁记得演说家欺骗了建筑工人。,08,213081,10,记得,arg,,
4454,Experiment Group,,,,,,0.99,教导主任鼓励学生们追求自己的梦想。,03,900030,11,,,,
4454,Experiment Group,,,,,,0.96,数学老师指导中学生们如何解决问题。,03,900031,12,,,,
4454,Experiment Group,,18,,,short,0.9,船长想知道谁假装飞行员责备了经济学家。,10,218101,13,假装,arg,,
4454,Experiment Group,,9,,,short,0.36,将军想知道谁说明士兵跟踪了总统。,04,209041,14,说明,arg,,
4454,Experiment Group,,,,,,0.96,交警在马路边提醒行人要注意安全。,02,900029,15,,,,
4454,Experiment Group,,5,,,short,0.31,市长想知道谁认为艺术家联系了毒枭。,13,205131,16,认为,arg,,
4454,Experiment Group,,,,,,0.01,装修师傅不想见到吃了汉堡的小女孩。,02,900024,17,,,,
4454,Experiment Group,,,,,,0.37,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,00,900003,18,,,,
4454,Experiment Group,,29,,,long,0.55,编辑想知道法务顾问记得杂技演员抚养了谁。,08,229082,19,记得,arg,,
4454,Experiment Group,,10,,,long,0.42,导游想知道外国人认为保安袭击了谁。,13,210132,20,认为,arg,,
4454,Experiment Group,,,,,,0.49,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,00,900008,21,,,,
4454,Experiment Group,,32,,,long,0.62,助手想知道军官觉得老师为什么出卖了水手。,02,132022,22,觉得,adj,,
4454,Experiment Group,,17,,,long,0.16,会计想知道演员感觉编辑为什么邀请了神父。,12,117122,23,感觉,adj,,
4454,Experiment Group,,,,,,0.71,学生自己的问题向提出老师。,01,900010,24,,,,
4454,Experiment Group,,,,,,0.34,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,00,900002,25,,,,
4454,Experiment Group,,,,,,0.74,外科医生鼓励病人多锻炼身体。,02,900027,26,,,,
4454,Experiment Group,,,,,,0.87,保姆想知道老爷爷午饭到底吃了些什么。,03,900032,27,,,,
4454,Experiment Group,,25,,,short,0.57,美容师想知道房东为什么说明营养师吓唬了快餐店员。,04,125041,28,说明,adj,,
4454,Experiment Group,,16,,,long,0.43,大学生想知道记者说明音乐老师为什么夸赞了歌手。,04,116042,29,说明,adj,,
4454,Experiment Group,,,,,,0.16,队员们自己的优势向隐瞒对手。,01,900012,30,,,,
4454,Experiment Group,,28,,,long,0.15,丞相想知道皇上说明将军威胁了谁。,04,228042,31,说明,arg,,
4454,Experiment Group,,2,,,long,0.08,法官想知道律师假装警察审问了谁。,10,202102,32,假装,arg,,
4454,Experiment Group,,,,,,0.17,广告商邀请客户参加在西餐厅举办的宴会。,02,900028,33,,,,
4454,Experiment Group,,26,,,short,0.6,制片人想知道健身教练为什么猜化妆师监视了调酒师。,09,126091,34,猜,adj,,
4454,Experiment Group,,12,,,long,0.58,包工头想知道和尚认为播音员为什么打伤了算命先生。,13,112132,35,认为,adj,,
4454,Experiment Group,,,,,,0.67,顾问没注意到端着盘子的阿姨。,02,900023,36,,,,
4454,Experiment Group,,,,,,0.94,基金管理员期待顾客可以成功历史学家。,01,900013,37,,,,
4454,Experiment Group,,,,,,0.87,国家领导人批准干部可以离职翻译官。,01,900014,38,,,,
4454,Experiment Group,,,,,,0.39,文艺评论家怀疑编辑可以偷懒教授。,01,900015,39,,,,
4454,Experiment Group,,23,,,short,0.53,园丁想知道水管工为什么感觉焊工训斥了清洁工。,12,123121,40,感觉,adj,,
4454,Experiment Group,,21,,,long,0.73,省长想知道药剂师猜小报记者采访了谁。,09,221092,41,猜,arg,,
4454,Experiment Group,,,,,,0.43,部长没见过吃了包子的大学生。,02,900021,42,,,,
4454,Experiment Group,,4,,,short,0.48,教授想知道工程师为什么认为秘书批评了运动员。,13,104131,43,认为,adj,,
4454,Experiment Group,,19,,,short,0.09,经理想知道谁害怕和尚夸奖了乞丐。,11,219111,44,害怕,arg,,
4454,Experiment Group,,,,,,0.81,运动员的姐姐向老师请教了一个问题。,02,900026,45,,,,
4454,Experiment Group,,20,,,long,0.65,售货员想知道作曲家觉得摄影师指责了谁。,02,220022,46,觉得,arg,,
4454,Experiment Group,,3,,,long,0.1,经理想知道厨师假装服务员为什么接待了乞丐。,10,103102,47,假装,adj,,
4454,Experiment Group,,,,,,0.18,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,00,900001,48,,,,
4454,Experiment Group,,,,,,0.3,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,00,900005,49,,,,
4454,Experiment Group,,1,,,short,0.32,老师想知道学生为什么害怕修理工打了快递员。,11,101111,50,害怕,adj,,
4454,Experiment Group,,,,,,0.45,教授认识修了桌子的工人。,02,900020,51,,,,
4454,Experiment Group,,27,,,long,0.57,法医想知道业务员猜罪犯为什么谋害了程序员。,09,127092,52,猜,adj,,
4454,Experiment Group,,,,,,0.19,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,00,900004,53,,,,
4454,Experiment Group,,,,,,0.14,村长不想见买了卡车的村民。,02,900022,54,,,,
4454,Experiment Group,,15,,,short,0.35,主持人想知道谁猜政府官员批评了总统候选人。,09,215091,55,猜,arg,,
4454,Experiment Group,,22,,,short,0.2,顾问想知道谁觉得生物学家嘲讽了哲学家。,02,222021,56,觉得,arg,,
4454,Experiment Group,,,,,,0.38,助理自己的缺点向指出经理。,01,900011,57,,,,
4454,Experiment Group,,,,,,0.68,魏老师看到了看了报告的研究生。,01,900019,58,,,,
4454,Experiment Group,,,,,,0.61,部门经理的好朋友向父母倾诉了自己的烦恼。,02,900025,59,,,,
4454,Experiment Group,,11,,,short,0.78,政客想知道医生为什么觉得护士推倒了男孩。,02,111021,60,觉得,adj,,
4454,Experiment Group,,,,,,0.77,领导自己的烦恼向倾诉朋友。,00,900009,61,,,,
4454,Experiment Group,,,,,,0.84,校长遇到了扛着箱子的维修员。,01,900018,62,,,,
4454,Experiment Group,,30,,,short,0.24,舞蹈老师想知道实习生为什么假装歌手赞美了剧作家。,10,130101,63,假装,adj,,
4454,Experiment Group,,14,,,long,0.59,英语老师想知道工程师害怕中学生举报了谁。,11,214112,64,害怕,arg,,
4511,Experiment Group,,,practice_good,practice_good,,0.87,,,,0,,,0,
4511,Experiment Group,,,practice_bad,practice_bad,,0.12,,,,0,,,0,
4511,Experiment Group,,15,,,short,0.98,主持人想知道学者为什么说明政府官员批评了总统候选人。,04,115041,1,说明,adj,,
4511,Experiment Group,,,,,,0.97,助理自己的缺点向指出经理。,01,900011,2,,,,
4511,Experiment Group,,32,,,long,0.98,助手想知道军官怕老师为什么出卖了水手。,06,132062,3,怕,adj,,
4511,Experiment Group,,,,,,0.99,国家领导人批准干部可以离职翻译官。,01,900014,4,,,,
4511,Experiment Group,,,,,,0.99,拎着袋子的小学生赵先生向人打听许厂长见到了为什么,00,900007,5,,,,
4511,Experiment Group,,22,,,short,0.98,顾问想知道外交官为什么怕生物学家嘲讽了哲学家。,06,122061,6,怕,adj,,
4511,Experiment Group,,10,,,long,0.21,导游想知道外国人喜欢保安袭击了谁。,07,210072,7,喜欢,arg,,
4511,Experiment Group,,,,,,1,外科医生鼓励病人多锻炼身体。,02,900027,8,,,,
4511,Experiment Group,,,,,,0.99,装修师傅不想见到吃了汉堡的小女孩。,02,900024,9,,,,
4511,Experiment Group,,,,,,0.98,运动员的姐姐向老师请教了一个问题。,02,900026,10,,,,
4511,Experiment Group,,,,,,0.97,广告商邀请客户参加在西餐厅举办的宴会。,02,900028,11,,,,
4511,Experiment Group,,6,,,short,0.99,检察官想知道谁假装音乐家开除了保镖。,10,206101,12,假装,arg,,
4511,Experiment Group,,,,,,0.98,教授认识修了桌子的工人。,02,900020,13,,,,
4511,Experiment Group,,,,,,0.98,顾问没注意到端着盘子的阿姨。,02,900023,14,,,,
4511,Experiment Group,,,,,,1,保姆想知道老爷爷午饭到底吃了些什么。,03,900032,15,,,,
4511,Experiment Group,,27,,,long,0.9,法医想知道业务员害怕罪犯谋害了谁。,11,227112,16,害怕,arg,,
4511,Experiment Group,,20,,,long,0.99,售货员想知道作曲家猜摄影师为什么指责了心理医生。,09,120092,17,猜,adj,,
4511,Experiment Group,,,,,,0.97,部长没见过吃了包子的大学生。,02,900021,18,,,,
4511,Experiment Group,,16,,,short,0.97,大学生想知道谁喜欢音乐老师夸赞了歌手。,07,216071,19,喜欢,arg,,
4511,Experiment Group,,5,,,long,0.98,市长想知道议员猜艺术家联系了谁。,09,205092,20,猜,arg,,
4511,Experiment Group,,,,,,0.98,喝着豆浆为什么的老爷爷周老板想弄明白郑科长见到了,00,900004,21,,,,
4511,Experiment Group,,7,,,short,0.95,村长想知道谁怕电工无视了领导。,06,207061,22,怕,arg,,
4511,Experiment Group,,,,,,0.99,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,00,900006,23,,,,
4511,Experiment Group,,31,,,long,0.98,心理学家想知道大学生说明保姆为什么讨好了理发师。,04,131042,24,说明,adj,,
4511,Experiment Group,,,,,,0.99,魏老师看到了看了报告的研究生。,01,900019,25,,,,
4511,Experiment Group,,25,,,long,0.99,美容师想知道房东假装营养师吓唬了谁。,10,225102,26,假装,arg,,
4511,Experiment Group,,21,,,long,0.99,省长想知道药剂师害怕小报记者为什么采访了税务员。,11,121112,27,害怕,adj,,
4511,Experiment Group,,,,,,0.98,穿着外套的老奶奶吴处长想知道赵先生见到了为什么,00,900005,28,,,,
4511,Experiment Group,,14,,,long,0.99,英语老师想知道工程师说中学生为什么举报了店员。,01,114012,29,说,adj,,
4511,Experiment Group,,4,,,long,0.99,教授想知道工程师说秘书批评了谁。,01,204012,30,说,arg,,
4511,Experiment Group,,,,,,0.98,村长不想见买了卡车的村民。,02,900022,31,,,,
4511,Experiment Group,,9,,,short,0.98,将军想知道间谍为什么说士兵跟踪了总统。,01,109011,32,说,adj,,
4511,Experiment Group,,8,,,short,0.99,侦探想知道谁觉得飞行员羞辱了卡车司机。,02,208021,33,觉得,arg,,
4511,Experiment Group,,,,,,0.98,基金管理员期待顾客可以成功历史学家。,01,900013,34,,,,
4511,Experiment Group,,,,,,0.99,数学老师指导中学生们如何解决问题。,03,900031,35,,,,
4511,Experiment Group,,12,,,short,0.98,包工头想知道谁说播音员打伤了算命先生。,01,212011,36,说,arg,,
4511,Experiment Group,,,,,,0.97,部门经理的好朋友向父母倾诉了自己的烦恼。,02,900025,37,,,,
4511,Experiment Group,,,,,,0.12,领导自己的烦恼向倾诉朋友。,00,900009,38,,,,
4511,Experiment Group,,29,,,short,0.93,编辑想知道谁猜杂技演员抚养了小女孩。,09,229091,39,猜,arg,,
4511,Experiment Group,,,,,,0.92,端着凉皮为什么的小伙子孙市长向人打听韩村长看到了,00,900002,40,,,,
4511,Experiment Group,,,,,,0.96,文艺评论家怀疑编辑可以偷懒教授。,01,900015,41,,,,
4511,Experiment Group,,18,,,long,0.93,船长想知道建筑师怕飞行员责备了谁。,06,218062,42,怕,arg,,
4511,Experiment Group,,17,,,short,0.99,会计想知道谁说明编辑邀请了神父。,04,217041,43,说明,arg,,
4511,Experiment Group,,,,,,0.98,买了油条为什么的小男孩刘助理希望知道马秘书瞧见了,00,900001,44,,,,
4511,Experiment Group,,19,,,short,0.99,经理想知道道士为什么觉得和尚夸奖了乞丐。,02,119021,45,觉得,adj,,
4511,Experiment Group,,,,,,1,交警在马路边提醒行人要注意安全。,02,900029,46,,,,
4511,Experiment Group,,,,,,0.97,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,00,900003,47,,,,
4511,Experiment Group,,30,,,short,1,舞蹈老师想知道谁害怕歌手赞美了剧作家。,11,230111,48,害怕,arg,,
4511,Experiment Group,,,,,,0.98,农业专家相信天文学家可以退休物理学家。,01,900016,49,,,,
4511,Experiment Group,,,,,,1,教导主任鼓励学生们追求自己的梦想。,03,900030,50,,,,
4511,Experiment Group,,11,,,short,0.98,政客想知道医生为什么假装护士推倒了男孩。,10,111101,51,假装,adj,,
4511,Experiment Group,,23,,,long,0.99,园丁想知道水管工觉得焊工为什么训斥了清洁工。,02,123022,52,觉得,adj,,
4511,Experiment Group,,,,,,0.99,队员们自己的优势向隐瞒对手。,01,900012,53,,,,
4511,Experiment Group,,3,,,short,0.99,经理想知道厨师为什么猜服务员接待了乞丐。,09,103091,54,猜,adj,,
4511,Experiment Group,,,,,,0.99,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,00,900008,55,,,,
4511,Experiment Group,,24,,,long,0.96,仓库管理员想知道采购员说明保险代理人挖苦了谁。,04,224042,56,说明,arg,,
4511,Experiment Group,,13,,,short,0.99,服务员想知道售票员为什么害怕演说家欺骗了建筑工人。,11,113111,57,害怕,adj,,
4511,Experiment Group,,,,,,0.97,校长遇到了扛着箱子的维修员。,01,900018,58,,,,
4511,Experiment Group,,,,,,0.97,冯阿姨瞧见了背着书包的中学生。,01,900017,59,,,,
4511,Experiment Group,,1,,,long,0.97,老师想知道学生喜欢修理工为什么打了快递员。,07,101072,60,喜欢,adj,,
4511,Experiment Group,,2,,,long,0.99,法官想知道律师假装警察为什么审问了学生。,10,102102,61,假装,adj,,
4511,Experiment Group,,,,,,0.98,学生自己的问题向提出老师。,01,900010,62,,,,
4511,Experiment Group,,28,,,short,0.99,丞相想知道皇上为什么喜欢将军威胁了大臣。,07,128071,63,喜欢,adj,,
4511,Experiment Group,,26,,,long,0.98,制片人想知道健身教练觉得化妆师监视了谁。,02,226022,64,觉得,arg,,
4589,Experiment Group,,,practice_good,practice_good,,1,,,,0,,,0,
4589,Experiment Group,,,practice_bad,practice_bad,,0.08,,,,0,,,0,
4589,Experiment Group,,27,,,short,0.88,法医想知道业务员为什么假装罪犯谋害了程序员。,10,127101,1,假装,adj,,
4589,Experiment Group,,,,,,0.97,广告商邀请客户参加在西餐厅举办的宴会。,02,900028,2,,,,
4589,Experiment Group,,32,,,short,0,助手想知道谁猜老师出卖了水手。,09,232091,3,猜,arg,,
4589,Experiment Group,,20,,,short,0.96,售货员想知道谁认为摄影师指责了心理医生。,13,220131,4,认为,arg,,
4589,Experiment Group,,,,,,0.04,戴着眼镜的博士生郑科长想要打听费叔叔看到了为什么,00,900006,5,,,,
4589,Experiment Group,,,,,,0.03,文艺评论家怀疑编辑可以偷懒教授。,01,900015,6,,,,
4589,Experiment Group,,,,,,0.67,村长不想见买了卡车的村民。,02,900022,7,,,,
4589,Experiment Group,,24,,,long,0.57,仓库管理员想知道采购员记得保险代理人为什么挖苦了模特。,08,124082,8,记得,adj,,
4589,Experiment Group,,,,,,0.95,校长遇到了扛着箱子的维修员。,01,900018,9,,,,
4589,Experiment Group,,6,,,short,0.93,检察官想知道教练员为什么记得音乐家开除了保镖。,08,106081,10,记得,adj,,
4589,Experiment Group,,15,,,short,0.23,主持人想知道学者为什么说明政府官员批评了总统候选人。,04,115041,11,说明,adj,,
4589,Experiment Group,,,,,,0,背着书包的中学生冯阿姨想了解蒋部长瞧见了为什么,00,900008,12,,,,
4589,Experiment Group,,,,,,0,拿着烤肠为什么的小姑娘李经理想要打听陈校长见到了,00,900003,13,,,,
4589,Experiment Group,,28,,,short,0.51,丞相想知道谁说明将军威胁了大臣。,04,228041,14,说明,arg,,
4589,Experiment Group,,3,,,short,0.92,经理想知道厨师为什么害怕服务员接待了乞丐。,11,103111,15,害怕,adj,,
4589,Experiment Group,,,,,,0.98,顾问没注意到端着盘子的阿姨。,02,900023,16,,,,
